Date,Close
2025-04-22,364.03
2025-04-23,371.55
2025-04-24,384.36
2025-04-25,388.87
2025-04-28,388.19
2025-04-29,391.05
2025-04-30,392.26
2025-05-01,422.17
2025-05-02,431.97
2025-05-05,432.86
2025-05-06,430.02
2025-05-07,430.06
2025-05-08,434.84
2025-05-09,435.4
2025-05-12,445.85
2025-05-13,445.73
2025-05-14,449.5
2025-05-15,450.51
2025-05-16,451.65
2025-05-19,456.22
2025-05-20,455.52
2025-05-21,449.96
2025-05-22,452.23
2025-05-23,447.58
2025-05-27,458.03
2025-05-28,454.72
2025-05-29,456.03
2025-05-30,457.7
2025-06-02,459.3
2025-06-03,460.3
2025-06-04,461.19
2025-06-05,464.98
2025-06-06,467.66
2025-06-09,470.02
2025-06-10,468.2
2025-06-11,469.89
2025-06-12,476.1
2025-06-13,472.22
2025-06-16,476.37
2025-06-17,475.28
2025-06-18,477.47
2025-06-20,474.64
2025-06-23,483.19
2025-06-24,487.28
2025-06-25,489.43
2025-06-26,494.58
2025-06-27,493.08
2025-06-30,494.54
2025-07-01,489.21
2025-07-02,488.25
2025-07-03,495.96
2025-07-07,494.85
2025-07-08,493.75
2025-07-09,500.6
2025-07-10,498.58
2025-07-11,500.41
2025-07-14,500.11
2025-07-15,502.9
2025-07-16,502.7
2025-07-17,508.74
2025-07-18,507.1
2025-07-21,507.11
2025-07-22,502.35
2025-07-23,502.95
2025-07-24,507.93
2025-07-25,510.74
2025-07-28,509.54
2025-07-29,509.61
2025-07-30,510.28
2025-07-31,530.42
2025-08-01,521.08
2025-08-04,532.55
2025-08-05,524.7
2025-08-06,521.91
2025-08-07,517.83
2025-08-08,519.02
2025-08-11,518.76
2025-08-12,526.18
2025-08-13,517.57
2025-08-14,519.46
2025-08-15,517.17
2025-08-18,514.11
2025-08-19,506.83
2025-08-20,502.8
2025-08-21,502.15
2025-08-22,505.13
2025-08-25,502.17
2025-08-26,499.96
2025-08-27,504.64
2025-08-28,507.53
2025-08-29,504.59
2025-09-02,503.03
2025-09-03,503.26
2025-09-04,505.87
2025-09-05,492.95
2025-09-08,496.14
2025-09-09,496.35
2025-09-10,498.3
2025-09-11,498.94
2025-09-12,507.79
2025-09-15,513.23
2025-09-16,506.93
2025-09-17,507.91
2025-09-18,506.34
2025-09-19,515.79
2025-09-22,512.32
2025-09-23,507.12
2025-09-24,508.04
2025-09-25,504.93
2025-09-26,509.34
2025-09-29,512.47
2025-09-30,515.81
2025-10-01,517.56
2025-10-02,513.6
2025-10-03,515.21
2025-10-06,526.38
2025-10-07,521.81
2025-10-08,522.68
2025-10-09,520.24
2025-10-10,508.84
2025-10-13,511.92
2025-10-14,511.44
2025-10-15,511.3
